,date,open,high,low,close,volume,month
843,2022-06-23,269.85,270.71,263.68,267.52,4732399.0,6
844,2022-06-24,268.97,279.67,268.5701,278.28,6454976.0,6
845,2022-06-27,280.53,282.03,277.61,278.4,4136747.0,6
846,2022-06-28,280.51,282.45,273.68,273.86,4018337.0,6
847,2022-06-29,274.95,275.94,272.97,273.49,3010168.0,6
848,2022-06-30,270.51,274.92,268.68,273.02,4625535.0,6
849,2022-07-01,272.5,278.4,271.63,277.5,3668568.0,7
850,2022-07-05,274.2,275.86,271.39,275.69,3677878.0,7
851,2022-07-06,274.84,277.51,272.87,275.65,3034444.0,7
852,2022-07-07,277.5,279.59,277.1,279.28,3952851.0,7
853,2022-07-08,279.79,282.61,279.25,280.83,2985777.0,7
854,2022-07-11,279.38,281.4563,277.8701,278.51,2865411.0,7
855,2022-07-12,277.57,282.18,276.655,277.28,3033742.0,7
856,2022-07-13,275.37,280.09,274.4529,277.47,4199491.0,7
857,2022-07-14,273.0,275.345,271.2,274.41,3889463.0,7
858,2022-07-15,277.53,280.0,276.06,278.48,4523506.0,7
859,2022-07-18,281.5,281.5,275.21,276.26,3274902.0,7
860,2022-07-19,279.0,284.08,278.17,283.55,3591904.0,7
861,2022-07-20,284.64,286.44,283.9,286.04,3879170.0,7
862,2022-07-21,287.0,287.24,282.09,286.85,3700275.0,7
863,2022-07-22,288.1,289.4,283.615,285.93,2877341.0,7
864,2022-07-25,287.21,289.065,285.1534,287.99,3138226.0,7
865,2022-07-26,287.79,288.7147,284.6546,285.31,2513418.0,7
866,2022-07-27,287.67,291.56,285.7,290.3,3616585.0,7
867,2022-07-28,291.18,294.03,286.77,293.9,3991272.0,7
868,2022-07-29,297.42,302.4,295.4314,300.6,6961576.0,7
869,2022-08-01,299.7,299.7,294.83,295.86,4196074.0,8
870,2022-08-02,294.87,295.53,291.92,292.17,3168448.0,8
871,2022-08-03,295.05,295.88,291.1,294.96,4062173.0,8
872,2022-08-04,294.73,295.98,292.62,292.91,3949668.0,8
873,2022-08-05,291.87,294.1,290.425,292.07,3397499.0,8
874,2022-08-08,294.87,299.33,292.27,292.34,3969779.0,8
875,2022-08-09,293.35,297.5708,291.93,292.77,3873083.0,8
876,2022-08-10,296.48,296.93,294.1,295.11,3633840.0,8
877,2022-08-11,298.0,299.06,296.12,296.47,3146890.0,8
878,2022-08-12,297.9,301.69,297.0,301.55,3233809.0,8
879,2022-08-15,298.64,303.76,297.4,302.82,2929312.0,8
880,2022-08-16,304.99,308.15,303.76,306.65,3344335.0,8
881,2022-08-17,305.22,306.89,302.74,304.26,2963923.0,8
882,2022-08-18,304.44,304.57,301.55,304.27,2783620.0,8
883,2022-08-19,302.95,303.22,296.81,297.28,4617015.0,8
884,2022-08-22,294.0,294.47,287.86,288.69,4715755.0,8
885,2022-08-23,288.85,291.64,288.15,289.65,2596728.0,8
886,2022-08-24,290.0,294.0,289.4603,293.52,3266775.0,8
887,2022-08-25,293.71,298.48,292.8323,298.13,3465799.0,8
888,2022-08-26,299.41,299.63,289.65,289.96,5280739.0,8
889,2022-08-29,288.4,289.83,285.75,287.45,3101174.0,8
890,2022-08-30,288.72,289.32,284.7711,285.42,3227458.0,8
891,2022-08-31,287.25,288.01,280.44,280.8,5007109.0,8
892,2022-09-01,279.95,282.68,277.31,282.43,3767438.0,9
893,2022-09-02,284.84,285.42,276.365,277.67,3796304.0,9
894,2022-09-06,278.01,279.49,275.355,276.59,4363702.0,9
895,2022-09-07,275.74,281.74,275.42,281.04,3511375.0,9
896,2022-09-08,278.58,283.4,277.29,283.34,3543267.0,9
897,2022-09-09,284.535,287.02,284.13,285.77,3128967.0,9
898,2022-09-12,286.7,289.2406,286.0333,288.51,3410683.0,9
899,2022-09-13,283.99,285.1438,277.5,278.29,4586374.0,9
900,2022-09-14,279.0,280.205,275.64,278.42,3648856.0,9
901,2022-09-15,278.69,281.27,276.36,276.7,3279225.0,9
902,2022-09-16,275.35,276.375,273.26,274.81,7289900.0,9
903,2022-09-19,272.79,279.13,272.72,278.95,3262187.0,9
904,2022-09-20,277.17,278.04,274.61,277.13,3278187.0,9
905,2022-09-21,278.9,278.92,270.72,270.74,3956232.0,9
906,2022-09-22,271.03,271.5,268.27,268.51,4122179.0,9
907,2022-09-23,266.01,268.14,264.24,267.77,5176838.0,9
908,2022-09-26,265.82,267.84,263.3679,264.32,4929897.0,9
909,2022-09-27,266.99,267.93,261.55,265.47,5768879.0,9
910,2022-09-28,265.65,273.6,264.91,271.78,5942582.0,9
911,2022-09-29,269.89,272.17,265.59,269.58,5211637.0,9
912,2022-09-30,269.21,272.94,266.6,267.02,6059434.0,9
913,2022-10-03,269.52,274.57,267.16,272.8,4903523.0,10
914,2022-10-04,277.42,281.3,276.6,280.49,4636293.0,10
915,2022-10-05,276.87,280.88,275.84,279.36,3351571.0,10
916,2022-10-06,278.2,279.85,275.9,276.31,3396390.0,10
917,2022-10-07,274.44,274.495,267.48,269.04,4273211.0,10
918,2022-10-10,269.89,270.215,265.86,266.93,3100390.0,10
919,2022-10-11,266.1,270.97,265.61,267.31,3443003.0,10
920,2022-10-12,267.31,267.52,263.96,264.0,3345004.0,10
921,2022-10-13,260.58,276.78,259.85,275.78,5483473.0,10
922,2022-10-14,277.59,279.22,271.97,272.67,4292818.0,10
923,2022-10-17,276.48,278.59,275.3,277.02,4455948.0,10
924,2022-10-18,282.74,283.36,279.25,281.67,4280258.0,10
925,2022-10-19,280.33,282.38,276.9677,278.34,3215800.0,10
926,2022-10-20,278.07,279.4399,273.0,273.53,3918510.0,10
927,2022-10-21,273.76,282.92,271.46,282.51,4996771.0,10
928,2022-10-24,284.1,289.34,283.99,287.48,3862212.0,10
929,2022-10-25,288.765,289.87,286.88,289.24,3175402.0,10
930,2022-10-26,289.75,291.8,287.68,288.52,3295328.0,10
931,2022-10-27,290.31,294.0,288.85,289.88,4275741.0,10
932,2022-10-28,292.77,299.98,291.48,299.63,4629639.0,10
933,2022-10-31,297.98,298.89,294.85,295.09,4627809.0,10
934,2022-11-01,298.45,298.87,293.04,294.13,3838233.0,11
935,2022-11-02,293.04,298.26,289.42,289.46,4274735.0,11
936,2022-11-03,286.02,287.47,283.46,283.85,3126390.0,11
937,2022-11-04,286.77,289.2,282.38,287.47,3677755.0,11
938,2022-11-07,290.92,292.1,288.65,290.19,3524850.0,11
939,2022-11-08,291.11,294.743,289.01,292.61,3563780.0,11
940,2022-11-09,291.98,292.4,288.06,288.65,2760108.0,11
941,2022-11-10,297.11,303.5,294.54,303.2,5695773.0,11
942,2022-11-11,305.56,311.33,302.6,309.72,6572163.0,11
943,2022-11-14,310.0,311.84,308.84,308.91,4639814.0,11
944,2022-11-15,313.665,313.89,307.1838,309.98,4373585.0,11
945,2022-11-16,310.93,311.55,306.74,308.76,2971379.0,11
946,2022-11-17,305.7,307.62,304.15,307.44,3064676.0,11
947,2022-11-18,310.55,311.2,308.615,310.76,3397072.0,11
948,2022-11-21,310.81,312.9,308.58,311.2,2863030.0,11
949,2022-11-22,313.0,316.555,312.05,315.76,3172808.0,11
950,2022-11-23,315.385,316.4292,314.07,316.18,2685619.0,11
951,2022-11-25,317.52,319.12,316.18,317.43,1844916.0,11
952,2022-11-28,316.25,317.64,312.33,313.27,4232097.0,11
953,2022-11-29,311.89,315.29,311.35,315.13,3742168.0,11
954,2022-11-30,315.13,318.6,308.7,318.6,7924360.0,11
955,2022-12-01,319.0,319.56,313.3,315.84,4354849.0,12
956,2022-12-02,313.49,316.38,312.75,316.15,3026517.0,12
957,2022-12-05,315.22,315.66,308.73,310.57,3836532.0,12
958,2022-12-06,309.95,310.29,306.35,307.78,3877585.0,12
959,2022-12-07,307.07,309.3842,304.915,305.82,4132430.0,12
960,2022-12-08,306.0,307.4899,305.09,305.99,2353269.0,12
961,2022-12-09,305.32,308.34,304.71,306.39,3327110.0,12
962,2022-12-12,307.55,311.91,305.46,311.45,4367987.0,12
963,2022-12-13,318.4,318.91,310.82,312.33,5043156.0,12
964,2022-12-14,312.74,316.3596,308.4,309.29,4046211.0,12
965,2022-12-15,306.43,306.96,299.445,301.91,5107189.0,12
966,2022-12-16,299.05,302.47,297.76,300.0,8308365.0,12
967,2022-12-19,300.51,301.48,297.15,300.03,3834080.0,12
968,2022-12-20,300.09,304.19,297.0,302.0,3091869.0,12
969,2022-12-21,304.38,308.54,304.16,307.82,3265614.0,12
970,2022-12-22,306.1,306.5,297.6391,302.69,3560763.0,12
971,2022-12-23,302.88,306.57,300.925,306.49,2460858.0,12
972,2022-12-27,306.45,308.575,304.65,305.55,2723131.0,12
973,2022-12-28,304.77,307.4607,303.26,303.43,2628685.0,12
974,2022-12-29,305.94,309.38,305.235,309.06,2848063.0,12
975,2022-12-30,306.95,309.04,305.6212,308.9,3298865.0,12
976,2023-01-03,310.07,312.385,307.38,309.91,3526818.0,1
977,2023-01-04,312.0,316.89,311.25,314.55,5122121.0,1
978,2023-01-05,313.574,314.23,310.0,312.9,3418149.0,1
979,2023-01-06,315.0,320.16,313.38,318.69,3648810.0,1
980,2023-01-09,319.02,320.5,314.75,315.53,4399047.0,1
981,2023-01-10,315.0,316.8,313.34,316.35,3050322.0,1
982,2023-01-11,318.52,320.57,316.6,320.37,3000917.0,1
983,2023-01-12,321.15,321.32,317.72,318.93,3075151.0,1
984,2023-01-13,317.49,318.42,315.79,317.64,2773650.0,1
985,2023-01-17,318.4,318.52,314.25,314.86,3479442.0,1
986,2023-01-18,315.0,315.54,307.75,308.3,3407601.0,1
987,2023-01-19,306.12,307.235,303.86,305.23,3608584.0,1
988,2023-01-20,305.21,310.01,304.3626,309.87,3772210.0,1
989,2023-01-23,309.63,312.73,306.8501,310.42,3088133.0,1
990,2023-01-24,309.3,312.83,307.5,311.3,2234333.0,1
991,2023-01-25,308.33,312.55,307.71,311.9,2298085.0,1
992,2023-01-26,312.99,313.68,309.58,310.95,2858754.0,1
993,2023-01-27,309.79,311.73,308.34,309.17,3033923.0,1
994,2023-01-30,307.6,309.5115,306.81,307.33,3475781.0,1
995,2023-01-31,307.74,311.86,305.79,311.52,3655334.0,1
996,2023-02-01,309.63,312.67,306.38,310.57,3520064.0,2
997,2023-02-02,312.35,312.6,308.3,311.86,4430266.0,2
998,2023-02-03,311.0,311.55,305.921,308.51,5387368.0,2
999,2023-02-06,308.25,308.8,305.6,308.43,2979767.0,2
1000,2023-02-07,307.3,314.15,306.63,312.97,3785327.0,2
1001,2023-02-08,311.12,313.41,308.01,308.48,3370587.0,2
1002,2023-02-09,310.17,311.42,306.99,307.21,3462603.0,2
1003,2023-02-10,307.08,309.98,305.28,309.89,2811155.0,2
1004,2023-02-13,310.3,313.74,309.62,313.74,3261952.0,2
1005,2023-02-14,313.78,314.1,309.04,310.79,2904889.0,2
1006,2023-02-15,309.98,310.37,308.28,309.63,2411819.0,2
1007,2023-02-16,307.58,310.2,306.87,308.18,2803844.0,2
1008,2023-02-17,307.15,308.41,305.48,308.24,2721407.0,2
1009,2023-02-21,306.17,307.3,300.5,302.72,4131732.0,2
1010,2023-02-22,303.2,305.275,301.77,303.16,2900326.0,2
1011,2023-02-23,305.01,305.56,300.25,303.07,2739656.0,2
1012,2023-02-24,300.4,305.62,300.01,304.02,3659339.0,2
1013,2023-02-27,304.37,305.78,302.01,304.66,3652907.0,2
1014,2023-02-28,304.89,306.15,303.41,305.18,4737739.0,2
1015,2023-03-01,304.02,305.62,302.08,304.62,3400537.0,3
1016,2023-03-02,303.66,308.1,301.445,307.75,3153781.0,3
1017,2023-03-03,309.56,312.66,308.5,312.45,4493702.0,3
1018,2023-03-06,312.82,317.29,312.43,316.97,4892345.0,3
1019,2023-03-07,316.39,316.5,310.23,311.12,3610304.0,3
1020,2023-03-08,310.72,312.675,309.2522,311.37,2706760.0,3
1021,2023-03-09,311.0,313.18,303.9388,304.82,3934324.0,3
1022,2023-03-10,302.95,306.72,301.92,303.63,5297790.0,3
1023,2023-03-13,301.75,306.59,300.76,302.88,4993820.0,3
1024,2023-03-14,306.92,307.55,301.68,305.33,5255174.0,3
1025,2023-03-15,300.02,300.55,294.9,297.88,7165298.0,3
1026,2023-03-16,296.37,304.43,295.36,302.01,6327578.0,3
1027,2023-03-17,301.3,301.3,292.42,293.51,15611270.0,3
1028,2023-03-20,295.57,301.51,295.06,301.06,6059923.0,3
1029,2023-03-21,304.56,305.63,302.25,303.85,4725100.0,3
1030,2023-03-22,303.72,307.05,299.65,299.73,3089313.0,3
1031,2023-03-23,301.39,302.0799,296.3,298.37,4016197.0,3
1032,2023-03-24,294.68,299.5,293.3947,298.92,3905988.0,3
1033,2023-03-27,300.88,303.21,298.97,302.14,3835260.0,3
1034,2023-03-28,301.93,302.72,300.5901,302.32,2437683.0,3
1035,2023-03-29,304.8,305.38,303.36,305.3,2651414.0,3
1036,2023-03-30,307.09,307.47,302.5772,305.08,2694985.0,3
1037,2023-03-31,305.9,308.81,304.9877,308.77,5022204.0,3
1038,2023-04-03,309.25,311.5,308.24,310.31,4863537.0,4
1039,2023-04-04,310.76,311.0,307.07,309.07,2740754.0,4
1040,2023-04-05,307.85,311.07,307.85,310.39,2314853.0,4
1041,2023-04-06,309.82,313.22,309.05,312.51,3132148.0,4
1042,2023-04-10,311.41,313.7,310.335,312.62,2331743.0,4
1043,2023-04-11,312.56,315.94,311.77,313.7,3109850.0,4
1044,2023-04-12,315.97,316.92,313.72,314.55,2663461.0,4
1045,2023-04-13,315.27,318.81,313.26,318.05,3325989.0,4
1046,2023-04-14,318.89,321.88,318.12,319.74,2976417.0,4
1047,2023-04-17,320.2,323.98,319.0,323.79,3426342.0,4
1048,2023-04-18,324.95,325.7242,322.495,324.63,3582623.0,4
1049,2023-04-19,323.85,324.55,322.76,323.09,2410917.0,4
1050,2023-04-20,322.2,324.3693,321.324,323.82,2429179.0,4
1051,2023-04-21,322.36,324.85,321.61,324.33,2405869.0,4
1052,2023-04-24,324.43,326.395,324.3,326.05,2262151.0,4
1053,2023-04-25,325.99,327.1,324.11,324.34,2554381.0,4
1054,2023-04-26,323.31,323.74,319.0,320.53,2721238.0,4
1055,2023-04-27,322.86,326.91,322.11,326.23,2951130.0,4
1056,2023-04-28,325.44,328.81,325.19,328.55,2912387.0,4
1057,2023-05-01,329.16,331.84,328.57,330.17,2465391.0,5
1058,2023-05-02,330.15,330.25,322.7601,325.86,3369713.0,5
1059,2023-05-03,327.13,328.07,323.06,323.22,2660456.0,5
1060,2023-05-04,323.44,325.99,317.41,320.0,3194768.0,5
1061,2023-05-05,323.36,325.16,322.62,323.88,3876299.0,5
1062,2023-05-08,328.26,330.69,325.79,326.14,3303393.0,5
1063,2023-05-09,324.87,326.88,323.48,324.87,2285924.0,5
1064,2023-05-10,326.08,326.16,320.1501,322.99,2641134.0,5
1065,2023-05-11,320.995,322.96,319.805,322.64,2549339.0,5
1066,2023-05-12,323.82,324.2422,320.54,322.49,1938264.0,5
1067,2023-05-15,322.89,323.83,320.13,323.53,2191609.0,5
1068,2023-05-16,322.46,324.69,322.355,323.75,2139996.0,5
1069,2023-05-17,325.02,328.26,324.82,327.39,3047626.0,5
1070,2023-05-18,326.87,329.98,325.85,329.76,2808329.0,5
1071,2023-05-19,331.0,333.94,329.12,330.39,4323538.0,5
1072,2023-05-22,330.75,331.49,328.35,329.13,2763422.0,5
1073,2023-05-23,328.19,329.27,322.97,323.11,4031342.0,5
1074,2023-05-24,322.71,323.0,319.56,320.2,3075393.0,5
1075,2023-05-25,320.56,320.56,317.71,319.02,4251935.0,5
1076,2023-05-26,320.44,322.63,319.665,320.6,3229873.0,5
1077,2023-05-30,321.86,322.47,319.0,322.19,3232461.0,5
1078,2023-05-31,321.12,322.41,319.39,321.08,6175417.0,5
1079,2023-06-01,321.42,323.22,319.53,323.12,3377699.0,6
1080,2023-06-02,325.16,330.67,324.42,329.48,3962988.0,6
1081,2023-06-05,330.89,330.89,327.57,328.58,3373145.0,6
1082,2023-06-06,329.04,334.16,328.68,333.41,3163994.0,6
1083,2023-06-07,334.01,335.82,331.43,335.42,3730381.0,6
1084,2023-06-08,335.49,336.32,334.1,335.95,2759715.0,6
1085,2023-06-09,335.76,337.59,334.915,335.29,2619487.0,6
1086,2023-06-12,335.16,335.345,332.22,333.6,2874530.0,6
1087,2023-06-13,333.22,336.62,332.2,336.39,2953682.0,6
1088,2023-06-14,337.22,340.38,334.09,335.9,5167308.0,6
1089,2023-06-15,335.97,341.68,335.54,339.82,4116957.0,6
1090,2023-06-16,341.02,341.3,337.66,338.31,8487204.0,6
1091,2023-06-20,338.15,339.28,336.6212,338.67,3752659.0,6
1092,2023-06-21,337.3,341.35,336.37,338.61,4424961.0,6
1093,2023-06-22,338.84,338.85,335.66,336.96,3304552.0,6
1094,2023-06-23,335.1,337.47,334.19,335.25,4453846.0,6
1095,2023-06-26,335.17,335.825,331.84,334.12,3221884.0,6
1096,2023-06-27,334.39,336.73,334.37,335.34,2626754.0,6
1097,2023-06-28,336.05,336.4,332.61,334.15,3202781.0,6
1098,2023-06-29,334.26,337.01,334.14,336.91,2499138.0,6
1099,2023-06-30,338.78,342.5,338.4,341.0,4522066.0,6
1100,2023-07-03,340.75,342.08,338.41,342.0,2047440.0,7
1101,2023-07-05,340.05,341.89,338.7,341.56,2875644.0,7
1102,2023-07-06,339.75,341.8,338.91,341.46,2550399.0,7
1103,2023-07-07,340.52,344.07,340.385,340.9,2942066.0,7
1104,2023-07-10,340.48,343.48,339.865,341.13,2966941.0,7
1105,2023-07-11,341.23,343.84,340.925,343.37,2755374.0,7
1106,2023-07-12,345.29,346.44,344.31,345.35,2899407.0,7
1107,2023-07-13,345.6,346.205,343.45,343.54,2833854.0,7
1108,2023-07-14,344.99,345.0,340.51,341.09,2675172.0,7
1109,2023-07-17,341.09,345.72,341.09,344.25,2361019.0,7
1110,2023-07-18,344.05,347.25,343.54,345.34,2569008.0,7
1111,2023-07-19,344.21,345.38,341.99,342.43,3037697.0,7
1112,2023-07-20,343.09,346.79,342.85,346.61,3147635.0,7
1113,2023-07-21,346.755,347.62,345.1,345.76,3302140.0,7
1114,2023-07-24,346.77,351.19,346.28,349.63,3270039.0,7
1115,2023-07-25,349.32,349.66,345.54,347.58,3016291.0,7
1116,2023-07-26,347.56,351.09,347.52,349.8,2684530.0,7
1117,2023-07-27,350.69,351.27,348.6,349.31,2712061.0,7
1118,2023-07-28,349.93,351.0,348.32,349.81,2473823.0,7
1119,2023-07-31,350.73,352.33,350.21,351.96,2622162.0,7
1120,2023-08-01,352.03,353.42,351.25,352.26,2296703.0,8
1121,2023-08-02,351.45,352.889,349.69,351.19,3088573.0,8
1122,2023-08-03,350.29,354.47,349.415,353.81,2943675.0,8
1123,2023-08-04,353.99,355.11,349.39,349.99,2843922.0,8
1124,2023-08-07,355.73,364.63,355.15,362.58,5385741.0,8
1125,2023-08-08,359.42,364.25,358.85,363.73,3430319.0,8
1126,2023-08-09,364.2,364.43,356.06,358.02,4425837.0,8
1127,2023-08-10,359.36,362.35,355.92,356.98,3099505.0,8
1128,2023-08-11,356.26,359.2512,353.2,358.35,2476339.0,8
1129,2023-08-14,358.25,358.95,356.81,358.48,1991973.0,8
1130,2023-08-15,357.0,357.92,353.67,354.5,2866087.0,8
1131,2023-08-16,354.6,358.7203,353.38,354.11,2196921.0,8
1132,2023-08-17,354.01,356.3,351.88,353.19,2851173.0,8
1133,2023-08-18,351.47,354.3,351.25,352.56,2870910.0,8
1134,2023-08-21,354.09,354.18,349.61,352.09,2543100.0,8
1135,2023-08-22,353.01,353.4999,349.6601,350.57,2366926.0,8
1136,2023-08-23,351.63,354.32,351.54,354.26,2241066.0,8
1137,2023-08-24,354.35,357.2276,354.13,354.3,2526601.0,8
1138,2023-08-25,354.99,357.35,352.92,355.93,2137549.0,8
1139,2023-08-28,357.89,358.41,354.53,355.55,1729035.0,8
1140,2023-08-29,355.04,358.59,354.01,358.29,2286942.0,8
1141,2023-08-30,358.63,362.68,358.6,361.06,3063438.0,8
1142,2023-08-31,362.18,362.47,359.25,360.2,2845092.0,8
1143,2023-09-01,361.9999,363.39,360.6,362.46,2638297.0,9
1144,2023-09-05,363.88,366.47,360.0,360.47,2977246.0,9
1145,2023-09-06,360.02,362.8,359.257,361.67,2656676.0,9
1146,2023-09-07,360.96,363.3,360.87,361.8,3264576.0,9
1147,2023-09-08,362.52,364.83,361.77,363.15,3022938.0,9
1148,2023-09-11,364.87,366.61,364.51,365.52,2926680.0,9
1149,2023-09-12,365.65,370.43,365.47,367.78,2901774.0,9
1150,2023-09-13,369.33,370.84,365.97,367.82,3265928.0,9
1151,2023-09-14,370.1,370.22,368.26,369.5,3677865.0,9
1152,2023-09-15,368.52,370.2,367.52,367.86,11615119.0,9
1153,2023-09-18,369.33,371.33,367.785,370.43,3056548.0,9
1154,2023-09-19,371.64,373.34,368.46,370.48,2606955.0,9
1155,2023-09-20,371.33,371.3427,366.73,366.82,2272080.0,9
1156,2023-09-21,366.56,367.2,362.94,363.28,3179013.0,9
1157,2023-09-22,362.78,363.42,359.76,360.16,3970107.0,9
1158,2023-09-25,359.01,361.89,357.27,361.71,2561880.0,9
1159,2023-09-26,359.8,360.79,357.95,359.42,3070751.0,9
1160,2023-09-27,360.01,360.52,354.27,357.78,3537042.0,9
1161,2023-09-28,357.8,359.47,356.67,357.06,2734400.0,9
1162,2023-09-29,357.3,357.5,348.55,350.3,4935674.0,9
1163,2023-10-02,349.64,350.0,345.41,348.08,3529125.0,10
1164,2023-10-03,347.39,348.2441,342.13,343.04,3153221.0,10
1165,2023-10-04,342.92,344.01,339.51,343.69,3245444.0,10
1166,2023-10-05,343.7,345.94,342.37,345.06,3029114.0,10
1167,2023-10-06,344.1,348.76,341.86,346.34,3176158.0,10
1168,2023-10-09,344.24,345.9,342.83,345.45,2763106.0,10
1169,2023-10-10,347.0,349.51,345.5,348.56,2859909.0,10
1170,2023-10-11,349.38,349.6,344.92,348.43,2621414.0,10
1171,2023-10-12,348.21,348.66,343.02,345.66,2678343.0,10
1172,2023-10-13,346.0,348.44,343.88,345.09,2805970.0,10
1173,2023-10-16,348.0,349.94,345.83,346.23,3120530.0,10
1174,2023-10-17,346.18,348.4091,344.15,345.39,2999308.0,10
1175,2023-10-18,344.72,344.83,339.96,340.89,2978004.0,10
1176,2023-10-19,340.31,342.69,338.45,338.66,2745685.0,10
1177,2023-10-20,338.15,340.0,334.35,335.86,3472804.0,10
1178,2023-10-23,334.07,338.88,333.49,336.84,2795170.0,10
1179,2023-10-24,338.18,339.85,337.77,338.63,2356386.0,10
1180,2023-10-25,338.59,339.62,336.55,336.9,2624711.0,10
1181,2023-10-26,337.07,338.315,335.46,336.16,2687088.0,10
1182,2023-10-27,336.12,336.19,330.58,331.71,3609115.0,10
1183,2023-10-30,332.96,338.36,332.175,337.41,2635240.0,10
1184,2023-10-31,337.95,341.49,337.5,341.33,3067894.0,10
1185,2023-11-01,341.21,345.33,340.58,343.75,2790593.0,11
1186,2023-11-02,346.39,349.385,344.5,349.02,3437737.0,11
1187,2023-11-03,350.17,354.35,349.79,351.81,4410901.0,11
1188,2023-11-06,354.03,354.03,344.06,346.63,5489338.0,11
1189,2023-11-07,346.81,346.95,344.295,346.17,3063822.0,11
1190,2023-11-08,346.85,348.0,344.6871,346.3,2604356.0,11
1191,2023-11-09,347.64,350.11,346.8816,348.18,3050408.0,11
1192,2023-11-10,349.6,351.2,348.6,350.56,3702339.0,11
1193,2023-11-13,350.09,350.6475,348.81,350.01,2196921.0,11
1194,2023-11-14,352.52,355.95,351.25,354.25,3388316.0,11
1195,2023-11-15,355.02,357.31,354.4822,356.79,3577350.0,11
1196,2023-11-16,357.79,360.0,357.23,359.86,2830358.0,11
1197,2023-11-17,360.47,360.56,358.07,358.93,3241155.0,11
1198,2023-11-20,359.35,362.61,358.18,361.33,3219051.0,11
1199,2023-11-21,360.58,363.03,360.25,361.0,2919342.0,11
1200,2023-11-22,361.76,362.46,360.05,361.8,2110602.0,11
1201,2023-11-24,362.51,363.1919,361.24,362.68,1281978.0,11
1202,2023-11-27,362.64,362.64,359.58,361.34,2583674.0,11
1203,2023-11-28,361.55,362.12,359.21,360.05,2958540.0,11
1204,2023-11-29,360.95,361.52,358.3001,358.69,3141450.0,11
1205,2023-11-30,359.45,360.43,358.42,360.0,4607404.0,11
1206,2023-12-01,359.94,360.24,355.3,357.07,4706958.0,12
1207,2023-12-04,355.91,357.83,353.79,356.66,3054245.0,12
1208,2023-12-05,355.23,356.6,352.29,355.03,3281046.0,12
1209,2023-12-06,356.15,357.45,351.89,352.38,3040448.0,12
1210,2023-12-07,352.0,353.02,350.85,352.7,2833348.0,12
1211,2023-12-08,353.0,353.67,351.02,353.08,3289270.0,12
1212,2023-12-11,355.0,357.49,354.21,357.06,3111595.0,12
1213,2023-12-12,357.9,360.405,356.76,360.02,3193023.0,12
1214,2023-12-13,360.19,362.15,359.0433,362.03,3161868.0,12
1215,2023-12-14,364.05,364.05,356.38,358.12,5516384.0,12
1216,2023-12-15,357.63,358.0,354.2,356.5,8579201.0,12
1217,2023-12-18,357.42,361.14,357.0,359.65,4357792.0,12
1218,2023-12-19,360.15,362.55,359.09,361.8,3085367.0,12
1219,2023-12-20,361.52,361.66,355.12,355.35,3930397.0,12
1220,2023-12-21,356.02,357.2,353.63,356.14,2852723.0,12
1221,2023-12-22,356.5,358.26,355.4063,356.47,2333775.0,12
1222,2023-12-26,356.9,357.77,356.08,356.83,1965105.0,12
1223,2023-12-27,355.93,357.08,355.5,356.95,2478787.0,12
1224,2023-12-28,357.48,358.68,356.725,357.57,2742792.0,12
1225,2023-12-29,357.56,357.86,355.31,356.66,3270014.0,12
